,index,text,entities,relations,Comments,id,label,start_offset,end_offset
56,4661,"The user agent is spoofed so it appears like an outdated browser, which results in an error message and allows the attacker to enable the basic HTML view in Gmail.","[{'id': 50569, 'label': 'SOFTWARE', 'start_offset': 157, 'end_offset': 162}]",[],[],50569.0,SOFTWARE,157.0,162.0
57,10835,MSG_SYNC Sync is a repeated behavior.,[],[],[],,,,
58,10659,"However, from 2017 to 2021 the total vulnerabilities number surged to 57.",[],[],[],,,,
59,13304,"TClient, for instance, uses DLL hijacking and injection that may not be as noticeable to others.","[{'id': 41416, 'label': 'malware', 'start_offset': 0, 'end_offset': 7}, {'id': 41417, 'label': 'location', 'start_offset': 42, 'end_offset': 45}, {'id': 41418, 'label': 'location', 'start_offset': 61, 'end_offset': 64}]",[],[],41416.0,malware,0.0,7.0
60,10157,"The real ADFS server of the U.S. Senate is not reachable on the open internet, however phishing of users’ credentials on an ADFS server that is behind a firewall still makes sense.","[{'id': 31001, 'label': 'location', 'start_offset': 4, 'end_offset': 8}, {'id': 31003, 'label': 'attack-pattern', 'start_offset': 87, 'end_offset': 95}]",[],[],31001.0,location,4.0,8.0
61,5106,"TAG is committed to sharing our findings as a way of raising awareness with the security community, and with companies and individuals that might have been targeted or suffered from these activities.","[{'id': 51208, 'label': 'identity', 'start_offset': 0, 'end_offset': 3}]",[],[],51208.0,identity,0.0,3.0
62,5341,      Figure 4.,[],[],[],,,,
63,786,In this situation the researcher is no longer able to determine whether a use-after-free behavior has occurred because no exception would be thrown out.,[],[],[],,,,
64,595, Hancitor isn’t particularly advanced in its tactics: it’s ideal target is an old or outdated version of Microsoft Windows like Windows 7 or even Windows XP.,"[{'id': 46187, 'label': 'malware', 'start_offset': 1, 'end_offset': 9}, {'id': 46188, 'label': 'SOFTWARE', 'start_offset': 105, 'end_offset': 122}, {'id': 46189, 'label': 'SOFTWARE', 'start_offset': 128, 'end_offset': 137}, {'id': 46190, 'label': 'SOFTWARE', 'start_offset': 146, 'end_offset': 157}]",[],[],46187.0,malware,1.0,9.0
65,95,"I’ve spoken on this at a few events and asked my audiences how many have active cloud infrastructure projects going on, the answer is always most of them.",[],[],[],,,,
66,14083,Websites created using GNUBoard CMS     Exfiltration commands,"[{'id': 48162, 'label': 'SOFTWARE', 'start_offset': 23, 'end_offset': 32}]",[],[],48162.0,SOFTWARE,23.0,32.0
67,5326,"After encryption, if the total packet length is greater than 98,303 bytes, the packet is sent.",[],[],[],,,,
68,14256,Conclusion,[],[],[],,,,
69,3389,test3.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  344cdbc2a7e0908cb6638bc7b81b6b697b32755bad3bed09c511866eff3876c7,"[{'id': 10238, 'label': 'malware', 'start_offset': 11, 'end_offset': 22}, {'id': 10239, 'label': 'SHA2', 'start_offset': 57, 'end_offset': 121}, {'id': 49041, 'label': 'malware', 'start_offset': 31, 'end_offset': 55}, {'id': 49040, 'label': 'FILEPATH', 'start_offset': 0, 'end_offset': 9}]","[{'id': 588, 'from_id': 49040, 'to_id': 49041, 'type': 'indicates'}, {'id': 589, 'from_id': 10238, 'to_id': 49041, 'type': 'duplicate-of'}, {'id': 590, 'from_id': 49040, 'to_id': 10239, 'type': 'duplicate-of'}, {'id': 591, 'from_id': 10239, 'to_id': 49041, 'type': 'indicates'}]",[],10238.0,malware,11.0,22.0
70,366," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],,,,
71,14207,"Even the Limitless Keylogger, which was used in targeted attacks, was linked to a GitHub project.","[{'id': 48232, 'label': 'SOFTWARE', 'start_offset': 82, 'end_offset': 89}]",[],[],48232.0,SOFTWARE,82.0,89.0
72,2445,Our analysis shows that the following filenames would store the webshell contents on the server in the event of successful exploitation:  0xd0m7.jsp myshell.jsp shell.jsp tomcatwar.jsp wpz.jsp  The webshell contents written to these files are very similar to the code included in the publicly available PoC as well.,"[{'id': 47515, 'label': 'FILEPATH', 'start_offset': 161, 'end_offset': 170}, {'id': 47516, 'label': 'FILEPATH', 'start_offset': 171, 'end_offset': 184}, {'id': 47513, 'label': 'FILEPATH', 'start_offset': 138, 'end_offset': 148}, {'id': 47514, 'label': 'FILEPATH', 'start_offset': 149, 'end_offset': 160}, {'id': 47517, 'label': 'FILEPATH', 'start_offset': 185, 'end_offset': 192}]",[],[],47515.0,FILEPATH,161.0,170.0
73,3868,"However, the constant addition and changing of features and attack vectors indicate that the attackers behind the campaign are unlikely to stop and are constantly looking to evolve their tools and tactics.",[],[],[],,,,
74,4869,"Previously described by Amnesty, this phishing kit has remained under active development over the past five years.","[{'id': 50871, 'label': 'identity', 'start_offset': 24, 'end_offset': 31}]",[],[],50871.0,identity,24.0,31.0
75,12169,Related IOCs supportcdn.web[.]app vegmobile[.]com 111.90.146[.]198,"[{'id': 37634, 'label': 'IPV4', 'start_offset': 50, 'end_offset': 66}]",[],[],37634.0,IPV4,50.0,66.0
76,5044,"We’ll continue to take action, identify bad actors and share relevant information with others across industry and governments, with the goal of bringing awareness to these issues, protecting users and preventing future attacks.",[],[],[],,,,
77,9852,Casper C&C with Cobalt Strike’s server fingerprint,[],[],[],,,,
78,4501,"The proliferation of commercial hacking tools is a threat to national security, making the Internet less safe and undermining the trust on which a vibrant, inclusive digital society depends.",[],[],[],,,,
79,5377,      Figure 10. VPNFilter “dstr” third-stage code for writing to raw flash memory      System reconnaissance (0x08) This module is responsible for sending information from the infected device to the C&C server.,"[{'id': 16498, 'label': 'malware', 'start_offset': 17, 'end_offset': 26}]",[],[],16498.0,malware,17.0,26.0
80,1828,Mimikatz components were also copied to the affected machine via AnyDeskMSI.,"[{'id': 5378, 'label': 'tools', 'start_offset': 0, 'end_offset': 8}, {'id': 46961, 'label': 'tools', 'start_offset': 65, 'end_offset': 75}]","[{'id': 277, 'from_id': 46961, 'to_id': 5378, 'type': 'drops'}]",[],5378.0,tools,0.0,8.0
81,1450,"For example, if an attacker obtained the private key of an app, he or she could create a fake APK file, sign it using the same certificate as the legitimate app, and replace the targeted app with fake app on the device silently using the “Application upgrade” procedure.",[],[],[],,,,
82,922,This dialogue mimics the more-capable “CryptoLocker” malware family and provides instructions in both English and Spanish.,"[{'id': 2904, 'label': 'malware', 'start_offset': 39, 'end_offset': 51}]",[],[],2904.0,malware,39.0,51.0
83,2946,"But given how quickly and broadly successful it is, combined with the continued high value of cryptocurrencies, we can also conclude that attackers will continue to focus on cryptocurrency and likely will evolve their techniques and tactics quickly.",[],[],[],,,,
84,5888,But we really need to understand what is critical.,[],[],[],,,,
85,11191,HYPERSCRAPE demonstrates Charming Kitten’s commitment to developing and maintaining purpose-built capabilities.,"[{'id': 34264, 'label': 'threat-actor', 'start_offset': 25, 'end_offset': 40}, {'id': 34265, 'label': 'location', 'start_offset': 68, 'end_offset': 71}]",[],[],34264.0,threat-actor,25.0,40.0
86,5790,"So I thought you and I [00:01:00] could take time today and talk a little bit about cyber warfare, hybrid warfare.","[{'id': 17922, 'label': 'location', 'start_offset': 17, 'end_offset': 20}, {'id': 17923, 'label': 'location', 'start_offset': 45, 'end_offset': 49}, {'id': 17925, 'label': 'location', 'start_offset': 56, 'end_offset': 59}, {'id': 17926, 'label': 'location', 'start_offset': 67, 'end_offset': 73}, {'id': 17927, 'label': 'identity', 'start_offset': 74, 'end_offset': 77}]",[],[],17922.0,location,17.0,20.0
87,5150,"I'm going to buy a loaf of bread and I'm going to come back and we can go to item 3, and I'm going to go and I'm going to come back.",[],[],[],,,,
88,10569, We’ve detected a few emerging trends in recent months.,[],[],[],,,,
89,1474,"This practice is not necessarily dangerous, as long as the developer does not share the key with the various banks that contracted the applications.",[],[],[],,,,
90,4352,"There were minor differences in tools, tactics, and procedures: the malicious document was directly attached to the spear phishing email — still encrypted — and the decryption password was sent in a different email.","[{'id': 50137, 'label': 'attack-pattern', 'start_offset': 116, 'end_offset': 130}]",[],[],50137.0,attack-pattern,116.0,130.0
91,11695,SideWinder’s phishing page disguised as a Nepalese Army OWA (Outlook Web Access) Page      Figure 9.,"[{'id': 36036, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 10}, {'id': 36037, 'label': 'attack-pattern', 'start_offset': 13, 'end_offset': 21}, {'id': 36038, 'label': 'location', 'start_offset': 22, 'end_offset': 26}, {'id': 36039, 'label': 'location', 'start_offset': 61, 'end_offset': 68}, {'id': 36040, 'label': 'malware', 'start_offset': 81, 'end_offset': 85}]",[],[],36036.0,threat-actor,0.0,10.0
92,7004,It also protects organizations from email-based threats.,[],[],[],,,,
93,4164,The decoded string is shown in Table 2.,[],[],[],,,,
94,2220," As we’ve seen in previous samples, this executable file begins by checking the parent process for the presence of ‘cmd.exe’ or ‘explorer.exe’.","[{'id': 45422, 'label': 'FILEPATH', 'start_offset': 116, 'end_offset': 123}, {'id': 45423, 'label': 'FILEPATH', 'start_offset': 129, 'end_offset': 141}]",[],[],45422.0,FILEPATH,116.0,123.0
95,6780, Figure 2. Code for downloading the document template with the malicious macro,[],[],[],,,,
96,3525,  Our research into and correlation of Protux led us to several samples that have version numbers embedded in them.,"[{'id': 10661, 'label': 'malware', 'start_offset': 39, 'end_offset': 45}]",[],[],10661.0,malware,39.0,45.0
97,2586,They focus on using a combination of stolen credentials and social engineering to gain access to victims.,"[{'id': 45603, 'label': 'attack-pattern', 'start_offset': 37, 'end_offset': 55}, {'id': 45604, 'label': 'attack-pattern', 'start_offset': 60, 'end_offset': 78}]",[],[],45603.0,attack-pattern,37.0,55.0
98,14016,Figure 1 shows this:      Figure 1 Planted version information      This kind of misleading version data is quite common and does not have information relevant to attribution.,[],[],[],,,,
99,3078," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!",[],[],[],,,,
100,1060,You can see how this attack can be used convince users to unwittingly install malware on the device.,[],[],[],,,,
101,6209,"By examining one of the malicious scripts from the Earth Wendigo campaign, we discovered that it uploaded the tampered Service Worker script to the webmail server disguised as an original script provided by the server.","[{'id': 19173, 'label': 'threat-actor', 'start_offset': 51, 'end_offset': 64}, {'id': 19174, 'label': 'location', 'start_offset': 65, 'end_offset': 73}]",[],[],19173.0,threat-actor,51.0,64.0
102,380,"The Palo Alto Networks attack surface management solution Cortex Xpanse found 19,707 instances of Confluence Servers that are potentially affected by this CVE.","[{'id': 46075, 'label': 'identity', 'start_offset': 4, 'end_offset': 22}, {'id': 46077, 'label': 'SOFTWARE', 'start_offset': 98, 'end_offset': 116}, {'id': 46076, 'label': 'SOFTWARE', 'start_offset': 58, 'end_offset': 71}]",[],[],46075.0,identity,4.0,22.0
103,4371, pemra[.]email  ispr[.]email  fbr[.]news  defencepk[.]email  pakistanarmy[.]email  pmogovpk[.]email  mailerservice[.]directory  file-dnld[.]com  funtifu[.]live  cnic-update[.]com  cnic-ferify[.]live  fbr-update[.]com  download.fbr[.]tax  support-team[.]tech  api.priveetalk[.]com       Sender email addresses      latest_info@fbr.news  notice@fbr.news  alert@fbr.news  thenewsinernational@mailerservice.directory,"[{'id': 13101, 'label': 'EMAIL', 'start_offset': 314, 'end_offset': 334}, {'id': 13102, 'label': 'EMAIL', 'start_offset': 336, 'end_offset': 351}, {'id': 13103, 'label': 'EMAIL', 'start_offset': 353, 'end_offset': 367}, {'id': 13104, 'label': 'EMAIL', 'start_offset': 369, 'end_offset': 412}, {'id': 50166, 'label': 'DOMAIN', 'start_offset': 128, 'end_offset': 143}, {'id': 50167, 'label': 'DOMAIN', 'start_offset': 145, 'end_offset': 159}, {'id': 50161, 'label': 'DOMAIN', 'start_offset': 30, 'end_offset': 40}, {'id': 50162, 'label': 'DOMAIN', 'start_offset': 42, 'end_offset': 59}, {'id': 50163, 'label': 'DOMAIN', 'start_offset': 61, 'end_offset': 81}, {'id': 50164, 'label': 'DOMAIN', 'start_offset': 83, 'end_offset': 99}, {'id': 50159, 'label': 'DOMAIN', 'start_offset': 1, 'end_offset': 14}, {'id': 50160, 'label': 'DOMAIN', 'start_offset': 16, 'end_offset': 28}, {'id': 50165, 'label': 'DOMAIN', 'start_offset': 101, 'end_offset': 126}, {'id': 50171, 'label': 'DOMAIN', 'start_offset': 218, 'end_offset': 236}, {'id': 50172, 'label': 'DOMAIN', 'start_offset': 238, 'end_offset': 257}, {'id': 50168, 'label': 'DOMAIN', 'start_offset': 161, 'end_offset': 178}, {'id': 50169, 'label': 'DOMAIN', 'start_offset': 180, 'end_offset': 198}, {'id': 50170, 'label': 'DOMAIN', 'start_offset': 200, 'end_offset': 216}, {'id': 50173, 'label': 'DOMAIN', 'start_offset': 259, 'end_offset': 279}]",[],[],13101.0,EMAIL,314.0,334.0
104,2573,You can also join in the discussion in our “About Threat and Vulnerability Discussions” on the Live Community.,[],[],[],,,,
105,7571,Payload as FlawedAmmyy downloader,"[{'id': 23616, 'label': 'malware', 'start_offset': 11, 'end_offset': 22}]",[],[],23616.0,malware,11.0,22.0
106,4221,"Similarly, this application also comes bundled with malicious .NET code.",[],[],[],,,,
107,2448,The second variant does not use a parameter for authentication and uses id for the command to execute.,[],[],[],,,,
108,14247,"In fact, we only observed one instance of activity during the weekend, where a new HTML file was created.",[],[],[],,,,
109,4338,"The “Documents,” “Downloads,” “Desktop,” and “Pictures” folders of every user",[],[],[],,,,
110,9906,It appears that APT33 took special care to make tracking more difficult.,"[{'id': 30236, 'label': 'threat-actor', 'start_offset': 16, 'end_offset': 21}]",[],[],30236.0,threat-actor,16.0,21.0
111,4250,"Decompiled Form structure of Patchwork’s sample (795ae4097aa3bd5932be4110f6bd992f46d605d4c9e3afced314454d35395a59, Detected as TROJ_DELF.XXWZ)","[{'id': 12743, 'label': 'threat-actor', 'start_offset': 29, 'end_offset': 38}, {'id': 12745, 'label': 'SHA2', 'start_offset': 49, 'end_offset': 113}, {'id': 50053, 'label': 'malware', 'start_offset': 127, 'end_offset': 141}]","[{'id': 907, 'from_id': 12745, 'to_id': 50053, 'type': 'indicates'}, {'id': 908, 'from_id': 12743, 'to_id': 50053, 'type': 'uses'}]",[],12743.0,threat-actor,29.0,38.0
112,13928,"As previously mentioned, DarkSide actors announced that they had stolen data from three more victims since the Colonial Pipeline attack.","[{'id': 43195, 'label': 'threat-actor', 'start_offset': 25, 'end_offset': 33}]",[],[],43195.0,threat-actor,25.0,33.0
113,8142,"This block contains the first 9 bytes of origin data, origin data length, random AES IV, the RSA-encrypted AES encrypt key, and the SHA256 value of AES-encrypted origin data.","[{'id': 25194, 'label': 'identity', 'start_offset': 93, 'end_offset': 96}, {'id': 25195, 'label': 'location', 'start_offset': 124, 'end_offset': 127}]",[],[],25194.0,identity,93.0,96.0
114,1300, The malware then makes the following request:  The filename and uid parameters are statically set in the above request.,[],[],[],,,,
115,6745,"The vast majority of these messages were sent to spam without any user ever seeing them, and we were able to preemptively block the domains using Safe Browsing.","[{'id': 21045, 'label': 'tools', 'start_offset': 4, 'end_offset': 8}, {'id': 21046, 'label': 'location', 'start_offset': 71, 'end_offset': 75}, {'id': 21047, 'label': 'location', 'start_offset': 83, 'end_offset': 87}, {'id': 21048, 'label': 'location', 'start_offset': 89, 'end_offset': 92}]",[],[],21045.0,tools,4.0,8.0
116,13963,Visit the Trend Micro Vision One™ website for more information.,[],[],[],,,,
117,1267,Two of the executables used decoy documents that included information about obituaries.,[],[],[],,,,
118,9900,Spear phishing campaigns of APT33.,"[{'id': 30215, 'label': 'attack-pattern', 'start_offset': 0, 'end_offset': 14}, {'id': 30216, 'label': 'threat-actor', 'start_offset': 28, 'end_offset': 33}]",[],[],30215.0,attack-pattern,0.0,14.0
